Project ID,Project Name,Registry,ARB Project,Registry + ARB,Scope,Project Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting Future Years,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,Retired Year Unknown,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,Voluntary Status,Project Listed,Project Registered ,ARB ID,Active CCB Status,Project Sector,Registry Documents,Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Notes,Date project added to database,Year of first issuance
VCS1494,Tsiazompaniry Hydropower Project in Madagascar,VCS,,VCS,Renewable Energy,Hydropower,AMS-I.D.,Sub Saharan Africa,Madagascar,,,HENRI FRAISE FILS & Cie,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8309,Under development,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1495,Selco Clean Energy Products Grouped Project,VCS,,VCS,Renewable Energy,Solar Water Heaters,AMS-I.J,South Asia,India,,,Selco Solar Pvt. Ltd.,65471,27711,37760,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059,9743,13909,17082,20678,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,0,13853,56,0,0,,,,,34551,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,0,13909,0,37760,,44300,2014
VCS1496,Jubilaci√≥n Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru,VCS,,VCS,Forestry & Land Use,Afforestation/Reforestation,AR-AMS0007,South America,Peru,,,Pur Projet,157662,13811,143851,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33894,0,0,0,123768,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5258,8553,0,0,,,,,4485,Registered,,,,,"Agriculture, Forestry, Land Use",https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33894,0,0,0,123768,,44300,2015
VCS1497,VCS Grouped Project for Renewable Power Generation  by Aditya Birla Group of Companies,VCS,,VCS,Renewable Energy,RE Bundled,AMS-I.D.,South Asia,India,,,Essel Mining & Industries Limited,906498,280585,625913,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52694,95689,95613,136515,234077,252996,38914,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,264585,0,0,,,,,247123,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565556,340942,,44300,2014
VCS1498,Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia,VCS,,VCS,Forestry & Land Use,REDD+,VM0007,South East Asia,Indonesia,,,"KPHP Tasik Besar Serkap (KPHP TBS), Riau Province-Indonesia",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1624961,Under validation,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1499,Toros Hydroelectric Power Plant,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Middle East,Turkey,,,Bereket Enerji Uretim San ve Tic A.S,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,127655,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS15,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Amarillo",VCS,,VCS,Waste Management,Methane Recovery in Wastewater,ACM0014,North America,United States,,,"Blue Source, LLC",853318,853318,0,2006,0,0,0,0,0,0,0,0,0,0,97759,114804,150757,136091,125843,129938,98126,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,105406,239855,46873,99894,30044,25070,212544,44944,48688,0,0,0,0,0,,,,,100000,Registered,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,468526,139855,117074,29737,98126,0,0,0,0,0,0,0,,44300,2006
VCS150,Inner Mongolia Wudaogou 50.25MW Wind Power Project,VCS,,VCS,Renewable Energy,Wind,ACM0002,East Asia,China,,,"Chifeng Xinsheng Wind Power Co., Ltd.",224282,224282,0,2007,0,0,0,0,0,0,0,0,0,0,0,134558,89724,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224282,0,0,0,0,0,0,0,0,0,0,,,,,142848,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,224282,0,0,0,0,0,0,0,0,0,0,0,,44300,2007
VCS1500,Reis Enerji Grouped HEPP Project,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Middle East,Turkey,,,Reis RS Enerji Elk. Urt. Motorlu Araclar,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,16518,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1501,Operation CO2 - La Muntanya d'Alinya,VCS,,VCS,Forestry & Land Use,Improved Forest Management,VM0005,Europe,Spain,,,Fundacio Catalunya-La Pedrera,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3579,Under validation,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1502,"Reduction of GHG emissions in Propylene Oxide production at MTP HPPO Manufacturing Co., Ltd",VCS,,VCS,Chemical Processes,Propylene Oxide Production,VM0023,South East Asia,Thailand,,,MTP HPPO Manufacturing Co.,629969,500000,129969,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6464,123641,153033,134901,211930,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,180000,0,0,0,,,,,239356,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320900,309069,0,,44300,2011
VCS1503,Resex Rio Preto-Jacund√° REDD+ Project,VCS,,VCS,Forestry & Land Use,REDD+,VM0015,South America,Brazil,,,MULTIPLE PROJECT PROPONENTS,1211526,882561,328965,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310664,454386,446476,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157679,127506,160762,290433,146181,0,0,,,,,414290,Registered,,,,Validation Approved,"Agriculture, Forestry, Land Use",https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310664,454386,446476,0,0,,44300,2013
VCS1504,Xinjiang Alashankou Phase II Wind Power Project,VCS,,VCS,Renewable Energy,Wind,ACM0002,East Asia,China,,,Credits transferred from approved GHG program,104180,103477,703,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104180,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52532,422,49524,385,614,0,0,,,,,97241,Credits Transferred from Approved GHG Program,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104180,0,0,0,0,0,,44300,2012
VCS1505,Bujagali Hydropower Project,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Sub Saharan Africa,Uganda,,,Credits transferred from approved GHG program,635939,522090,113849,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635939,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329248,57850,106021,10981,17897,93,0,0,,,,,858173,Credits Transferred from Approved GHG Program,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635939,0,0,0,0,0,,44300,2012
VCS1506,Cirakdami Hydro Electricity Power Plant,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Middle East,Turkey,,,Karhes Elektrik Uretim A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,88510,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1507,Monte Rosa Bagasse Cogeneration,VCS,,VCS,Renewable Energy,Biomass,ACM0006,Central America,Nicaragua,,,Credits transferred from approved GHG program,294290,294290,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102220,70791,0,121279,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222073,46023,8750,8750,8694,0,0,,,,,115509,Credits Transferred from Approved GHG Program,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294290,0,0,0,0,0,,44300,2010
VCS1508,Pakarab Fertiliser Co-generation Power Project,VCS,,VCS,Renewable Energy,Biomass,AM0014,South Asia,Pakistan,,,Credits transferred from approved GHG program,55416,40,55376,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55416,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,,,,119481,Credits Transferred from Approved GHG Program,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55416,0,0,0,0,0,,44300,2010
VCS1509,Erik 15.02 MW Hydroelectric Power Plant Project,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Middle East,Turkey,,,Kıyı Enerji Elektrik Uretim Anonim Sirketi,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,21584,Under development,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS151,Yuyao Electricity Generation Project using Natural Gas,VCS,,VCS,Industrial Manufacturing,Natural Gas Electricity Generation,"ACM0002, AM0029",East Asia,China,,,Zhejiang Guohua Yuyao Fuel Gas Power Generation Co,72354,72354,0,2007,0,0,0,0,0,0,0,0,0,0,0,72354,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72354,0,0,,,,,804794,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,72354,0,0,0,0,0,0,0,0,0,0,0,,44300,2007
VCS1510,Ciudad Juarez Landfill Gas to Energy Project.,VCS,,VCS,Waste Management,Landfill Methane,"ACM0001, ACM0002",North America,Mexico,,,Credits transferred from approved GHG program,4722,500,4222,2008,0,0,0,0,0,0,0,0,0,0,0,0,583,0,4139,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,,,,,123208,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722,0,0,0,0,0,,44300,2008
VCS1512,Sasol Nitrous Oxide Abatement Project,VCS,,VCS,Chemical Processes,N2O Destruction in Nitric Acid Production,"AM0028, AM0034",Sub Saharan Africa,South Africa,,,Credits transferred from approved GHG program,315157,60384,254773,2008,0,0,0,0,0,0,0,0,0,0,0,0,35311,279846,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60384,0,0,,,,,960332,Credits Transferred from Approved GHG Program,,,,,Chemical industry,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35311,0,279846,0,0,0,,44300,2008
VCS1513,Eurus Wind Farm,VCS,,VCS,Renewable Energy,Wind,ACM0002,North America,Mexico,,,Credits transferred from approved GHG program,35226,10222,25004,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35226,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10222,0,0,,,,,599571,Credits Transferred from Approved GHG Program,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35226,0,0,0,0,0,,44300,2010
VCS1514,EnviroServ Chloorkop Landfill Gas Recovery Project,VCS,,VCS,Waste Management,Landfill Methane,ACM0011,Sub Saharan Africa,South Africa,,,Credits transferred from approved GHG program,78075,0,78075,2008,0,0,0,0,0,0,0,0,0,0,0,0,7651,6942,0,0,63482,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,188390,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78075,0,0,0,0,0,,44300,2008
VCS1515,Omnia Fertilizer Limited Nitrous Oxide (N2O) Reduction Project,VCS,,VCS,Chemical Processes,N2O Destruction in Nitric Acid Production,AM0028,Sub Saharan Africa,South Africa,,,Credits transferred from approved GHG program,20179,0,20179,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,15888,4291,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,473338,Credits Transferred from Approved GHG Program,,,,,Chemical industry,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20179,0,0,0,0,0,,44300,2009
VCS1516,"AWMS GHG Mitigation Project MX05-B-05, Jalisco, Mexico",VCS,,VCS,Agriculture,Manure Methane Digester,ACM0010: GHG emission reductions from manure management systems,North America,Mexico,,,Credits transferred from approved GHG program,14363,0,14363,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,13416,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,83010,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14363,0,0,0,0,0,,44300,2010
VCS1517,"AWMS GHG Mitigation Project, MX06-B-18, Sinaloa, Mexico",VCS,,VCS,Agriculture,Manure Methane Digester,ACM0010: GHG emission reductions from manure management systems,North America,Mexico,,,Credits transferred from approved GHG program,13438,0,13438,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13438,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,26499,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13438,0,0,0,0,0,,44300,2010
VCS1518,"7.5 MW wind power project by Dhanji Developers at Nashik, Maharashtra, India",VCS,,VCS,Renewable Energy,Wind,AMS-I.D.,South Asia,India,,,Dhanji Developers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12120,Registration requested,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1519,"Satara Wind Power Project in Maharashtra, India",VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,NSL Wind Power Company (Satara) Pvt. Ltd.,361285,327086,34199,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39161,50353,72063,66834,66209,66665,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89161,130967,62901,44057,0,0,,,,,51335,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89514,130967,62548,78256,,44300,2014
VCS152,Ningxia Tianjing 50.25MW Wind-farm Project,VCS,,VCS,Renewable Energy,Wind,ACM0002,East Asia,China,,,Ningxia Tianjing Wind Power Generation Electricity,17551,17300,251,2006,0,0,0,0,0,0,0,0,0,0,13167,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10000,2439,0,0,0,2861,0,0,0,0,0,0,0,,,,,15144,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,17551,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
VCS1520,"Wind Project in Maharashtra, India by Kayathar and Jath.",VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,M/s NSL Wind Power Company (Kayathar) Pvt. Ltd.,443496,305184,138312,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23264,97879,107746,106136,108471,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26313,183126,21199,74546,0,0,,,,,115504,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26313,192463,94546,130174,,44300,2015
VCS1521,Wind Based Power Generation by Mytrah Energy (India) Limited (EKIESL-VCS-January-16-01),VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,Mytrah Energy (INDIA) Ltd.,1745089,1138333,606756,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208183,313505,360829,322223,337070,203279,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196387,278733,209900,453313,0,0,,,,,479448,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556341,701051,487697,0,,44300,2014
VCS1522,Soubre Hydropower Project,VCS,,VCS,Renewable Energy,Hydropower,ACM0002,Sub Saharan Africa,Côte d'Ivoire,,,CI-ENERGIES,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,607720,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1523,"Wind Based Power Generation by Panama Wind Energy Godawari Private Limited, Pune in the State of Maharashtra, India",VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,Panama Wind Energy Private Limited,711818,431432,280386,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34597,141720,135127,113618,142903,143853,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11602,207626,20758,57756,133690,0,0,,,,,136936,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187744,127519,109799,0,286756,,44300,2014
VCS1524,AXIA Energia Cogeneration Project in Familia,VCS,,VCS,Industrial Manufacturing,Natural Gas Electricity Generation,AMS-II.D.,South America,Colombia,,,AXIA Energia,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7901,Under development,,,,,Manufacturing industries,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1525,Wind power project at Jaibhim by SIIL,VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,Serum Institute of India Limited,110347,2873,107474,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46318,64029,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,73,700,0,700,0,0,,,,,52898,Registered,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110347,0,0,0,0,,44300,2011
VCS1526,Wind energy project in different locations of India,VCS,,VCS,Renewable Energy,Wind,ACM0002,South Asia,India,,,Evergreen Ecotech Private Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,258767,Registration requested,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
VCS1527,Wolf Creek Landfill,VCS,,VCS,Waste Management,Landfill Methane,ACM0011,North America,United States,GEORGIA,,Credits transferred from approved GHG program,4270,4270,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,0,0,0,0,0,,,,,109562,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,0,0,0,0,,44300,2014
VCS1528,Granger South Jordan Landfill Gas Destruction Project,VCS,,VCS,Waste Management,Landfill Methane,"Landfill Project Protocol, Version 3.0",North America,United States,,,Credits transferred from approved GHG program,45730,45730,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45730,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18240,2460,0,25030,0,0,0,,,,,45730,Credits Transferred from Approved GHG Program,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45730,0,0,0,0,,44300,2014
VCS1529,Inner Mongolia Chao‚Äôer Improved Forest Management Project,VCS,,VCS,Forestry & Land Use,Improved Forest Management,VM0010,East Asia,China,,,"Chao‚Äôer Forest Bureau of Inner Mongolia Autonomous Region, P.R.China",302608,0,302608,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76844,76049,75255,74460,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,90035,Registered,,,,,"Agriculture, Forestry, Land Use",https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302608,0,0,,44300,2011
