Unique Vintages,Project ID,VCS + ID,Vintage Year ,Issuance Date,Issuance Year,Project Name,Credits Issued
430-2016-12909,430,VCS430,2016,11/07/2019,2019,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),12909
430-2019-13043,430,VCS430,2019,09/16/2019,2019,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),13043
430-2018-48061,430,VCS430,2018,09/16/2019,2019,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),48061
430-2017-29796,430,VCS430,2017,03/19/2019,2019,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),29796
430-2016-17908,430,VCS430,2016,09/21/2017,2017,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),17908
430-2014-8686,430,VCS430,2014,12/15/2016,2016,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),8686
430-2015-49105,430,VCS430,2015,12/13/2016,2016,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),49105
430-2014-15197,430,VCS430,2014,12/13/2016,2016,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),15197
430-2014-21677,430,VCS430,2014,12/15/2014,2014,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),21677
430-2013-44321,430,VCS430,2013,12/15/2014,2014,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),44321
430-2012-71476,430,VCS430,2012,12/15/2014,2014,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),71476
430-2011-43765,430,VCS430,2011,06/26/2012,2012,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),43765
430-2010-13365,430,VCS430,2010,06/26/2012,2012,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),13365
430-2007-11056,430,VCS430,2007,12/16/2011,2011,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),11056
430-2010-27099,430,VCS430,2010,05/05/2011,2011,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),27099
430-2009-19888,430,VCS430,2009,05/05/2011,2011,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),19888
430-2008-13654,430,VCS430,2008,12/14/2010,2010,Chol Charoen Group Wastewater Treatment with Biogas System I (Cholburi),13654
431-2013-9375,431,VCS431,2013,02/27/2015,2015,6.2 MW Bundled Wind Power Project in India,9375
431-2012-9788,431,VCS431,2012,02/27/2015,2015,6.2 MW Bundled Wind Power Project in India,9788
431-2011-985,431,VCS431,2011,02/27/2015,2015,6.2 MW Bundled Wind Power Project in India, 	985 
431-2011-8427,431,VCS431,2011,09/20/2012,2012,6.2 MW Bundled Wind Power Project in India,8427
431-2010-3916,431,VCS431,2010,09/20/2012,2012,6.2 MW Bundled Wind Power Project in India,3916
431-2010-4582,431,VCS431,2010,06/16/2011,2011,6.2 MW Bundled Wind Power Project in India,4582
431-2009-10233,431,VCS431,2009,06/16/2011,2011,6.2 MW Bundled Wind Power Project in India,10233
431-2008-5249,431,VCS431,2008,06/16/2011,2011,6.2 MW Bundled Wind Power Project in India,5249
431-2008-11219,431,VCS431,2008,06/14/2010,2010,6.2 MW Bundled Wind Power Project in India,11219
432-2012-432597,432,VCS432,2012,10/31/2017,2017,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.",432597
432-2008-2670,432,VCS432,2008,11/09/2010,2010,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.",2670
432-2007-61694,432,VCS432,2007,07/09/2010,2010,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.",61694
433-2006-72481,433,VCS433,2006,09/09/2011,2011,Sudokwon Landfill Gas Electricity Generation Project (50MW),72481
433-2007-148446,433,VCS433,2007,05/09/2011,2011,Sudokwon Landfill Gas Electricity Generation Project (50MW),148446
434-2010-3160,434,VCS434,2010,05/28/2010,2010,Gansu Yongchang County Donghewan Cascaded Hydropower Project,3160
434-2009-69712,434,VCS434,2009,05/28/2010,2010,Gansu Yongchang County Donghewan Cascaded Hydropower Project,69712
434-2008-65494,434,VCS434,2008,05/28/2010,2010,Gansu Yongchang County Donghewan Cascaded Hydropower Project,65494
434-2007-62984,434,VCS434,2007,05/28/2010,2010,Gansu Yongchang County Donghewan Cascaded Hydropower Project,62984
435-2009-39325,435,VCS435,2009,06/28/2010,2010,Gansu Huanghe Chaijiaxia Hydropower Station Project,39325
435-2008-252161,435,VCS435,2008,06/28/2010,2010,Gansu Huanghe Chaijiaxia Hydropower Station Project,252161
436-2008-21180,436,VCS436,2008,12/30/2011,2011,Bundled Wind Power Project structured by KKSK,21180
436-2007-22263,436,VCS436,2007,12/30/2011,2011,Bundled Wind Power Project structured by KKSK,22263
436-2006-16011,436,VCS436,2006,12/30/2011,2011,Bundled Wind Power Project structured by KKSK,16011
437-2009-8291,437,VCS437,2009,06/16/2010,2010,"12 MW Wind Power Project in Kutch, Gujarat",8291
437-2008-19430,437,VCS437,2008,06/16/2010,2010,"12 MW Wind Power Project in Kutch, Gujarat",19430
437-2007-12187,437,VCS437,2007,06/16/2010,2010,"12 MW Wind Power Project in Kutch, Gujarat",12187
438-2018-176158,438,VCS438,2018,09/09/2020,2020,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",176158
438-2020-33890,438,VCS438,2020,09/03/2020,2020,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",33890
438-2019-345001,438,VCS438,2019,09/03/2020,2020,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",345001
438-2018-151747,438,VCS438,2018,03/12/2020,2020,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",151747
438-2017-363844,438,VCS438,2017,10/01/2019,2019,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",363844
438-2016-89518,438,VCS438,2016,08/02/2019,2019,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",89518
438-2016-109590,438,VCS438,2016,05/15/2018,2018,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",109590
438-2016-193523,438,VCS438,2016,05/15/2018,2018,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",193523
438-2015-422310,438,VCS438,2015,03/20/2018,2018,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",422310
438-2015-160671,438,VCS438,2015,11/27/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",160671
438-2014-581673,438,VCS438,2014,11/27/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",581673
438-2013-250147,438,VCS438,2013,11/27/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",250147
438-2012-565116,438,VCS438,2012,11/09/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",565116
438-2011-246065,438,VCS438,2011,11/09/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",246065
438-2013-204934,438,VCS438,2013,07/29/2015,2015,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",204934
438-2011-213662,438,VCS438,2011,08/23/2012,2012,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",213662
438-2010-557831,438,VCS438,2010,08/23/2012,2012,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",557831
438-2009-308430,438,VCS438,2009,08/23/2012,2012,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",308430
438-2008-710957,438,VCS438,2008,06/24/2011,2011,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",710957
438-2006-403744,438,VCS438,2006,06/22/2011,2011,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",403744
438-2007-716865,438,VCS438,2007,10/19/2010,2010,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",716865
438-2009-191330,438,VCS438,2009,07/01/2010,2010,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",191330
439-2009-4483537,439,VCS439,2009,06/18/2010,2010,Yingpeng HFC23 Decompostion Project,4483537
44-2009-3305,44,VCS44,2009,07/08/2010,2010,Jiratpattana Biogas Energy Project,3305
44-2008-4387,44,VCS44,2008,07/08/2010,2010,Jiratpattana Biogas Energy Project,4387
44-2008-15132,44,VCS44,2008,05/05/2009,2009,Jiratpattana Biogas Energy Project,15132
44-2007-7248,44,VCS44,2007,05/05/2009,2009,Jiratpattana Biogas Energy Project,7248
440-2014-30519,440,VCS440,2014,06/18/2015,2015,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,30519
440-2013-25927,440,VCS440,2013,12/29/2014,2014,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,25927
440-2012-9134,440,VCS440,2012,09/05/2013,2013,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,9134
440-2011-19243,440,VCS440,2011,08/31/2012,2012,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,19243
440-2010-22922,440,VCS440,2010,11/01/2011,2011,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,22922
440-2009-28026,440,VCS440,2009,09/02/2010,2010,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,28026
440-2008-18930,440,VCS440,2008,09/02/2010,2010,Infra-Red Automatic Refrigerant Leak Detection Efficiency Project,18930
441-2020-41531,441,VCS441,2020,03/26/2021,2021,Henrico County Landfill Gas Combustion Project,41531
441-2019-56152,441,VCS441,2019,10/01/2020,2020,Henrico County Landfill Gas Combustion Project,56152
441-2018-71489,441,VCS441,2018,08/08/2019,2019,Henrico County Landfill Gas Combustion Project,71489
441-2017-85025,441,VCS441,2017,04/09/2019,2019,Henrico County Landfill Gas Combustion Project,85025
441-2016-89682,441,VCS441,2016,04/09/2019,2019,Henrico County Landfill Gas Combustion Project,89682
441-2015-56355,441,VCS441,2015,04/09/2019,2019,Henrico County Landfill Gas Combustion Project,56355
441-2014-52062,441,VCS441,2014,04/23/2015,2015,Henrico County Landfill Gas Combustion Project,52062
441-2013-15451,441,VCS441,2013,04/07/2014,2014,Henrico County Landfill Gas Combustion Project,15451
441-2013-46328,441,VCS441,2013,12/31/2013,2013,Henrico County Landfill Gas Combustion Project,46328
441-2012-15725,441,VCS441,2012,04/30/2013,2013,Henrico County Landfill Gas Combustion Project,15725
441-2012-47842,441,VCS441,2012,12/28/2012,2012,Henrico County Landfill Gas Combustion Project,47842
441-2011-70450,441,VCS441,2011,12/28/2012,2012,Henrico County Landfill Gas Combustion Project,70450
441-2010-14937,441,VCS441,2010,12/28/2012,2012,Henrico County Landfill Gas Combustion Project,14937
441-2010-7289,441,VCS441,2010,02/25/2011,2011,Henrico County Landfill Gas Combustion Project,7289
441-2009-13487,441,VCS441,2009,02/25/2011,2011,Henrico County Landfill Gas Combustion Project,13487
442-2010-8892,442,VCS442,2010,02/25/2011,2011,Sussex County Landfill Gas Combustion Project,8892
442-2010-13064,442,VCS442,2010,11/23/2010,2010,Sussex County Landfill Gas Combustion Project,13064
442-2009-12120,442,VCS442,2009,11/23/2010,2010,Sussex County Landfill Gas Combustion Project,12120
442-2009-15669,442,VCS442,2009,06/28/2010,2010,Sussex County Landfill Gas Combustion Project,15669
442-2008-22529,442,VCS442,2008,06/28/2010,2010,Sussex County Landfill Gas Combustion Project,22529
442-2007-11470,442,VCS442,2007,06/28/2010,2010,Sussex County Landfill Gas Combustion Project,11470
443-2009-56047,443,VCS443,2009,07/08/2010,2010,Biomass based Cogeneration project by SSPL,56047
444-2009-4429,444,VCS444,2009,06/30/2010,2010,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China",4429
444-2009-114,444,VCS444,2009,06/30/2010,2010,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China", 	114 
444-2008-908,444,VCS444,2008,06/30/2010,2010,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China", 	908 
444-2008-59594,444,VCS444,2008,06/30/2010,2010,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China",59594
444-2007-52265,444,VCS444,2007,06/30/2010,2010,"Tongren Tianshengqiao Hydropower Project, Guizhou Province, China",52265
446-2011-37891,446,VCS446,2011,11/06/2012,2012,The SPM Group Biogas Project,37891
446-2010-32291,446,VCS446,2010,11/06/2012,2012,The SPM Group Biogas Project,32291
446-2009-5050,446,VCS446,2009,11/06/2012,2012,The SPM Group Biogas Project,5050
446-2009-20886,446,VCS446,2009,07/08/2010,2010,The SPM Group Biogas Project,20886
446-2008-11707,446,VCS446,2008,07/08/2010,2010,The SPM Group Biogas Project,11707
447-2009-9569,447,VCS447,2009,12/28/2012,2012,"12.5 MW Bundled grid-connected wind electricity generation project in Karnataka, India",9569
447-2008-24695,447,VCS447,2008,12/28/2012,2012,"12.5 MW Bundled grid-connected wind electricity generation project in Karnataka, India",24695
447-2007-25850,447,VCS447,2007,12/28/2012,2012,"12.5 MW Bundled grid-connected wind electricity generation project in Karnataka, India",25850
447-2006-20451,447,VCS447,2006,12/28/2012,2012,"12.5 MW Bundled grid-connected wind electricity generation project in Karnataka, India",20451
448-2020-25103,448,VCS448,2020,03/26/2021,2021,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,25103
448-2019-28924,448,VCS448,2019,03/25/2020,2020,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,28924
448-2018-12191,448,VCS448,2018,03/25/2020,2020,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,12191
448-2018-19310,448,VCS448,2018,12/20/2019,2019,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,19310
448-2017-6081,448,VCS448,2017,12/20/2019,2019,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,6081
448-2017-27618,448,VCS448,2017,11/28/2018,2018,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,27618
448-2016-27563,448,VCS448,2016,05/31/2017,2017,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,27563
448-2015-26833,448,VCS448,2015,05/25/2016,2016,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,26833
448-2014-22548,448,VCS448,2014,05/25/2015,2015,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,22548
448-2014-2257,448,VCS448,2014,05/27/2014,2014,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,2257
448-2013-12275,448,VCS448,2013,05/27/2014,2014,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,12275
448-2013-7417,448,VCS448,2013,06/28/2013,2013,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,7417
448-2012-8486,448,VCS448,2012,06/28/2013,2013,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,8486
448-2012-19084,448,VCS448,2012,12/21/2012,2012,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,19084
448-2011-21436,448,VCS448,2011,12/21/2012,2012,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,21436
448-2011-20112,448,VCS448,2011,12/28/2011,2011,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,20112
448-2010-37935,448,VCS448,2010,12/28/2011,2011,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,37935
448-2009-5448,448,VCS448,2009,12/28/2011,2011,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,5448
448-2009-15676,448,VCS448,2009,07/09/2010,2010,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,15676
448-2008-11010,448,VCS448,2008,07/09/2010,2010,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,11010
448-2007-2083,448,VCS448,2007,07/09/2010,2010,Methane Capture and Destruction at Simplot's Moses Lake Wastewater Treatment Facility,2083
449-2009-37083,449,VCS449,2009,07/08/2010,2010,"Wastewater Treatment with Biogas Technology in a Tapioca Processing Plant at P.V.D. International Company Limited, Thailand",37083
449-2008-35184,449,VCS449,2008,07/08/2010,2010,"Wastewater Treatment with Biogas Technology in a Tapioca Processing Plant at P.V.D. International Company Limited, Thailand",35184
45-2007-27627,45,VCS45,2007,05/05/2009,2009,Zhoubai Hydroelectric Project,27627
45-2006-5024,45,VCS45,2006,05/05/2009,2009,Zhoubai Hydroelectric Project,5024
450-2020-17897,450,VCS450,2020,03/31/2021,2021,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,17897
450-2019-3039,450,VCS450,2019,03/31/2021,2021,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,3039
450-2019-14333,450,VCS450,2019,03/30/2020,2020,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,14333
450-2018-21634,450,VCS450,2018,05/31/2019,2019,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,21634
450-2017-25116,450,VCS450,2017,05/30/2018,2018,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,25116
450-2016-30505,450,VCS450,2016,12/29/2017,2017,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,30505
450-2015-18567,450,VCS450,2015,05/25/2016,2016,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,18567
450-2014-7419,450,VCS450,2014,05/28/2015,2015,Midshore Regional Solid Waste Facility (MRSWF) Landfill Gas Combustion Project,7419
