Project ID,Project Name,Voluntary Registry,"ARB Project",Voluntary Status,Scope, Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits Issued","Total Credits Retired",Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting 2021,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,"Year Unknown",Remaining 1996,Remaining 1997,Remaining 1998,Remaining 1999,Remaining 2000,Remaining 2001,Remaining 2002,Remaining 2003,Remaining 2004,Remaining 2005,Remaining 2006,Remaining 2007,Remaining 2008,Remaining 2009,Remaining 2010,Remaining 2011,Remaining 2012,Remaining 2013,Remaining 2014,Remaining 2015,Remaining 2016,Remaining 2017,Remaining 2018,Remaining 2019,Remaining 2020,Remaining 2021,Project Owner ,Offset Project Operator ,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,PERs,Registry / ARB,ARB Project Detail,ARB ID,Project Listed,Project Registered ,CCB / Certifications,Project Type,"Registry Documents",Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Issued 2021,Notes from Registry,Notes from Berkeley Carbon Trading Project,Date added to database,"first issuance yr (no hard code, hide w formulas)"
VCS2520,Nanjing Landsea Green Center Building Energy Efficiency Project,VCS,No,Registration requested,Household & Community,Bundled Energy Efficiency,AMS-II.E.,East Asia,China,,,Nanjing Langtong Commercial Real Estate Operation Management Co. Ltd.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1442,0,VCS,,,,,,Energy demand; Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2521,Installation of high efficiency wood burning cookstoves in Laos,VCS,No,Under development,Household & Community,Cookstoves,VMR0006,South East Asia,Laos,,,C-Quest Capital Stoves Asia Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,600000,0,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2522,Installation of high efficiency wood burning cookstoves in Thailand,VCS,No,Under development,Household & Community,Cookstoves,VMR0006,South East Asia,Thailand,,,C-Quest Capital Stoves Asia Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1900000,0,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2523,Installation of high efficiency wood burning cookstoves in Vietnam,VCS,No,Under development,Household & Community,Cookstoves,VMR0006,South East Asia,Vietnam,,,C-Quest Capital Stoves Asia Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,590000,0,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2525,Ziyang LFG Power Generation Project,VCS,No,Registration and verification approval requested,Waste Management,Landfill Methane,ACM0001,East Asia,China,,,Ziyang Oasis Xinzhongshui Environmental Protection Technology Co. Ltd.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,81291,0,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2526,Clean Air and Healthy Soil,VCS,No,Under development,Agriculture,Sustainable Agriculture,VM0017,South Asia,India,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,178434,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2527,Maesod Wastewater Treatment and Biogas Utilisation Project,VCS,No,Under development,Waste Management,Methane Recovery in Wastewater,AMS-I.C.; AMS-I.D.; AMS-III.H.,South East Asia,Thailand,,,Thai Wah Public Company Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,53241,0,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2529,Hainan Lingao LFG Power Generation Project,VCS,No,Under development,Waste Management,Landfill Methane,AMS-III.G.,East Asia,China,,,"Hainan Lingao Qinghong Environmental Protection Technology Co., Ltd.",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,18962,0,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS253,Fuzhou Hongmiaoling Landfill  Gas to Electricity Project,VCS,No,Registered,Waste Management,Landfill Methane,"ACM0001, AMS-I.D.",East Asia,China,,,Fujian Tianyi Renewable Energy Technology & Utiliz,281521,134605,146916,2007,0,0,0,0,0,0,0,0,0,0,0,3877,45740,0,0,22842,21522,0,23493,43917,62340,57790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,5178,41746,102,0,0,0,0,0,0,85779,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,2502,0,0,23493,0,62340,57790,0,0,0,0,,,,,50000,0,VCS,,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49617,0,0,0,0,0,0,0,0,0,0,231904,,,202104,2007
VCS2531,Grouped project for reforestation on degraded and non-forest lands,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,AR-AMS0003; AR-AMS0007; AR-ACM0003; AR-AM0014,South Asia,India,,,EKI Energy Services Limited,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,36000,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2532,Cumare carbon project,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,AR-ACM0003,South America,Colombia,,,Reforestadora Cumare S.A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,29404,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2533,Improved Cookstove Programme by SDG13 in India,VCS,No,Registration requested,Household & Community,Cookstoves,VMR0006,South Asia,India,,,SDG 13 Ventures Pte. Ltd.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1966523,0,VCS,,,,,,Energy demand,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2535,Skyridge Farms Advanced Solid Separation Project,VCS,No,Under development,Agriculture,Solid Waste Separation,AMS-III.Y; VMR0003,North America,United States,,,"3Degrees Group, Inc.",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10000,0,VCS,,,,,,"Livestock, enteric fermentation, and manure management",https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2536,Zen Global Biogas Energy Plant,VCS,No,Registration requested,Agriculture,Manure Methane Digester,AM0073,Middle East,Turkey,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,180503,0,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2537,Gansu Gaotai Biogas Recovery and Utilization Project,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,AMS-III.D.,East Asia,China,,,"Gansu Founder Energy Conservation Sci&Tech Service Co., Ltd.",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,31631,0,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2538,Pendjari and W-Benin National Parks REDD+ Project,VCS,No,Under development,Forestry & Land Use,REDD+,VM0009,Sub Saharan Africa,Benin,,,African Parks Benin (A Branch of African Parks Network),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,269843,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2539,EVERGREEN REDD+ PROJECT,VCS,No,Under development,Forestry & Land Use,REDD+,VM0007,South America,Brazil,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,794158,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS254,Guangdong Nan Ao 26MW  Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,ACM0002,East Asia,China,,,China Resources Wind Power(Shantou) Co.Ltd,48524,48524,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,48524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50000,0,VCS,,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,48524,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2008
VCS2546,Enking International Grouped project – Solar Water Heating systems,VCS,No,Under development,Renewable Energy,Solar Water Heaters,AMS.I.J1,South Asia,India,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,101,0,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2547,ACAP Albania Vjosë-Nartë A/R project,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,AR-ACM0003,Europe,Albania,,,Carbon Sink Group s.r.l.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,30,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2548,Grouped projects for Improved cookstove for climate and community action,VCS,No,Registration requested,Household & Community,Cookstoves,AMS-II.G.,South East Asia,Vietnam,,,Sustainability Investment Promotion and Development Joint Stock Company,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,52083,0,VCS,,,,,,Energy demand,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS255,"7.2 MW Nargund wind project for Grid system by Bhoruka Power Corporation Limited in Karnataka State, India.",VCS,No,Registered,Renewable Energy,Wind,AMS-I.D.,South Asia,India,,,Bhoruka Power Corporation Limited,151981,80905,71076,2007,0,0,0,0,0,0,0,0,0,0,0,3057,15901,16135,13919,16513,16531,16449,14928,14443,14590,9515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,500,0,0,15380,38789,17717,2712,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,16449,14928,14443,14590,9515,0,0,0,0,,,,,18416,0,VCS,,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35093,0,0,45812,0,0,0,0,0,0,71076,,,202104,2007
VCS2551,BRAZILIAN AMAZON APD GROUPED PROJECT,VCS,No,Under development,Forestry & Land Use,REDD+,VM0007,South America,Brazil,,,BRCARBON SERVIÇOS AMBIENTAIS LTDA,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,812538,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2552,"Improving rural livelihood through agroforestry practices in Punjab, India- I",VCS,No,Under development,Forestry & Land Use,REDD+,AR-ACM0003,South Asia,India,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1098123,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2553,Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil,VCS,No,Under development,Forestry & Land Use,REDD+,AR-ACM0003,South America,Brazil,,,Natural Capital Partners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7666,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2554,CNG AgriCarbon Rewards Programme,VCS,No,Under development,Agriculture,Sustainable Agriculture,VM0042,Sub Saharan Africa,South Africa,,,Climate Neutral Group.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,94375,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2555,"Improving rural livelihood through agroforestry practices in Punjab, India- II",VCS,No,Under development,Forestry & Land Use,REDD+,AR-ACM0003,South Asia,India,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1572796,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2556,Silvipar S.A. forest plantations for the certification of carbon credits,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,AR-ACM0003,South America,Paraguay,,,Silvipar S.A,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,60454,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2557,Grouped projects for water purifiers for climate and community action,VCS,No,Registration requested,Household & Community,Clean Water,AMS-III.AV.,South East Asia,Vietnam,,,Sustainability Investment Promotion and Development Joint Stock Company,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,59152,0,VCS,,,,,,Energy demand,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2558,ABC Norte REDD Project,VCS,No,Under development,Forestry & Land Use,REDD+,VM0015,South America,Brazil,,,Multiple Proponents,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,359600,0,VCS,,,,,,Agriculture Forestry and Other Land Use,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS256,Mungcharoen Green Power - 9.9 MW Rice Husk Fired Power Plant Project,VCS,No,Registered,Renewable Energy,Biomass,AMS-I.D.,South East Asia,Thailand,,,"Mungcharoen Green Power Co., Ltd. (MGP)",158178,154849,3329,2007,0,0,0,0,0,0,0,0,0,0,0,35952,39774,42312,40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40817,20166,24454,34264,7532,27256,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,2393,119,0,0,0,0,0,0,0,0,0,0,0,0,,,,,39563,0,VCS,,,,,,Energy (renewable/non-renewable),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133862,24316,0,0,0,0,0,0,0,0,0,0,,,202104,2007
VCS2563,AMG OHIO COMPLEX GHG EMISSIONS REDUCTION PROJECT,VCS,No,Under development,Industrial Manufacturing,Energy Efficiency,Methodology Under Development,North America,United States,,,AMG Advanced Metallurgical Group N.V.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,200000,0,VCS,,,,,,Metal production; Mining/mineral production,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
VCS2564,Distribution of Justa model Chimney Rocket Stoves in Central America,VCS,No,Under development,Household & Community,Cookstoves,AMS-II.G.; VMR0006,Central America,Guatemala,,,JustaStoveWorks LLC,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25000,0,VCS,,,,,,Energy distribution,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202112,0
